message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,not_opened
message_0083,u_007,business,,business_094,,2026-04-17 17:17:00,TRY50 expires soon. Ready to place your first order? T&C apply. Reply STOP to unsubscribe. This reminder is from Swish.,,,0,0,0,,1,1,0,1
message_0334,u_032,group,group_022,,u_052,2026-03-05 12:24:00,"Plots near expressway, 20 percent assured appreciation in 3 months. Token link closes tonight.",,,3,0,0,,1,1,1,1
message_0055,u_004,personal,,,u_046,2026-06-18 12:31:00,Can you stay near laptop for the release window? Need quick replies if anything breaks.,,,0,1,1,2.0,0,0,0,0
message_0347,u_037,business,,business_109,,2026-06-10 17:46:00,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0217,u_001,group,group_003,,u_045,2026-03-26 12:46:00,Route B pickup moved to Gate 2 today because the main gate is blocked. Please reach by 3:40 and reply only if your child is absent.,,,0,1,1,2.0,0,0,0,0
message_0222,u_004,business,,business_092,,2026-04-12 07:12:00,Your airport pickup for tomorrow has moved to 6:15 AM. The driver and hotel booking remain the same.,,,0,1,1,2.0,0,0,0,0
message_0128,u_015,business,,business_097,,2026-05-29 17:52:00,RazorpayX verification pending. Confirm bank credentials at razorpayx-payouts.com to avoid account hold.,,,0,0,0,,1,1,1,1
message_0374,u_016,personal,,,u_054,2026-07-13 17:24:00,"I uploaded the lab notes in drive. Read whenever you get time; quiz is next week, not tomorrow.",,,0,1,0,120.0,0,0,0,0
message_0302,u_022,business,,business_093,,2026-04-29 17:12:00,"Dear customer,

International payouts don't have to be slow, expensive, or stressful.

RazorpayX Global Payouts helps simplify vendor payouts across markets.

Let's connect if any of the pain points resonate.

Team RazorpayX",,,0,1,0,120.0,0,0,0,0
message_0401,u_032,group,group_005,,u_048,2026-05-02 17:08:00,"Photos attached for the kurta set. Pickup is near Gate 2, price is final.",image,img_008,0,1,0,120.0,0,0,0,0
message_0065,u_032,group,group_005,,u_048,2026-05-11 17:31:00,I can keep the denim jacket aside till evening if pickup works. Two other people asked for it.,,,0,1,1,2.0,0,0,0,0
message_0287,u_017,business,,business_095,,2026-05-20 17:46:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,1,0,120.0,0,0,0,0
message_0327,u_030,business,,business_030,,2026-06-14 07:46:00,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,1,0,120.0,0,0,0,0
message_0372,u_014,personal,,,u_041,2026-03-10 07:12:00,"Nurse called. Please bring the old prescription file when you come, they need it before changing dosage.",,,0,1,1,2.0,0,0,0,0
message_0119,u_016,group,group_023,,u_054,2026-04-02 17:57:00,Does anyone have Prof. Chen's lab slides? I missed the last ten minutes when Wi-Fi dropped.,,,0,1,0,120.0,0,0,0,0
message_0301,u_021,group,group_022,,u_052,2026-04-19 12:08:00,"Final few plots near airport road. Pay Rs 11,000 token today; registry papers will be shared after payment.",,,2,0,0,,1,1,1,1
message_0075,u_002,business,,business_096,,2026-03-01 07:31:00,Thank you for choosing PVR Cinemas. We'd love to hear about your experience: https://pvrinox.com/PVRCIN/KivK9TX,,,0,1,0,120.0,0,0,0,0
message_0244,u_002,group,group_001,,u_042,2026-04-28 12:24:00,"Beta, did you have dinner? Call tomorrow when you are free, no hurry.",,,0,1,0,120.0,0,0,0,0
message_0148,u_005,group,group_008,,u_041,2026-05-25 12:52:00,Please do not share OTP or card details in the family group. Someone's account was misused last week.,,,0,0,0,,1,1,1,1
message_0353,u_039,business,,business_027,,2026-07-07 17:17:00,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,1,1,2.0,0,0,0,0
message_0358,u_040,group,group_022,,u_052,2026-04-10 12:52:00,"Farmhouse land near new highway, limited plots left. Registry after token payment.",,,3,0,0,,1,1,0,1
message_0121,u_014,group,group_009,,u_041,2026-03-20 12:08:00,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,1,0,120.0,0,0,0,0
message_0318,u_027,business,,business_008,,2026-04-18 07:52:00,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",,,0,1,1,2.0,0,0,0,0
message_0240,u_001,group,group_002,,u_043,2026-04-21 07:03:00,B tower water pressure will be low from 5:30 to 7 PM because the plumber is changing the valve near the pump room.,,,0,1,1,2.0,0,0,0,0
message_0059,u_010,group,group_004,,u_046,2026-03-12 17:57:00,@u_010 payment worker is still retrying failed events after the queue restart. Can you check logs before client mail?,,,0,1,1,2.0,0,0,0,0
message_0267,u_010,business,,business_001,,2026-05-24 07:46:00,"Hello,

Your office pantry supplies are out for delivery between 3 PM and 5 PM.

The delivery partner may call from a masked number once they reach reception.

Team Amazon Business",,,0,1,1,2.0,0,0,0,0
message_0316,u_026,group,group_007,,u_054,2026-03-29 12:39:00,"Posting trip photos from last year, no need to reply now.",,,0,1,0,120.0,0,0,0,0
message_0047,u_028,business,,business_004,,2026-05-02 17:46:00,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,1,1,2.0,0,0,0,0
message_0111,u_007,business,,business_092,,2026-05-30 07:08:00,"Another travel promo from Thrillophilia after opt-out: Ladakh 7 nights from Rs 17,999. Reply STOP to unsubscribe.",,,0,0,0,,1,1,0,1
message_0147,u_005,group,group_008,,u_041,2026-05-15 07:46:00,Forwarded by a trusted contact: account will close unless OTP is shared immediately.,,,12,0,0,,1,1,1,1
message_0282,u_015,business,,business_106,,2026-05-03 07:12:00,"Hello,

We are sharing an update about your cloud security workspace.

Please review the finding details, affected resource, and recommended action in the console.

Team AWS Security Hub",,,0,1,1,2.0,0,0,0,0
message_0377,u_019,personal,,,u_054,2026-03-27 17:46:00,"Sending rehearsal photos here. Download later, I won't delete today.",,,0,1,0,120.0,0,0,0,0
message_0146,u_010,group,group_010,,u_047,2026-05-05 17:39:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0007,u_012,business,,business_092,,2026-05-10 12:46:00,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,1,0,120.0,0,0,0,0
message_0368,u_009,personal,,,u_041,2026-06-16 17:52:00,"I sent the electricity bill photo. Please pay from the usual app only, not from any link someone forwards.",,,0,1,1,2.0,0,0,0,0
message_0371,u_010,personal,,,u_046,2026-07-16 17:08:00,Production rollback is approved. Please stay online for the next 30 minutes while we drain the queue.,,,0,1,1,2.0,0,0,0,0
message_0257,u_007,business,,business_003,,2026-03-18 17:46:00,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0250,u_004,group,group_006,,u_054,2026-06-27 12:03:00,Anyone up for board games tonight? I'll book the cafe table only if at least four people say yes.,,,0,1,0,120.0,0,0,0,0
message_0226,u_001,personal,,,u_041,2026-05-22 12:39:00,I may need you to call if the appointment timing changes. Keep the phone nearby for a bit.,,,0,1,1,2.0,0,0,0,0
message_0303,u_022,business,,business_015,,2026-05-09 07:17:00,"Dear Customer,

Vendor payment file for this week is ready for review. Please approve from the normal finance dashboard.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0133,u_006,group,group_003,,u_045,2026-06-15 12:17:00,Route B bus is leaving 15 minutes early today because the main signal road is blocked.,,,0,1,1,2.0,0,0,0,0
message_0200,u_009,group,group_005,,u_049,2026-03-27 17:03:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,1,0,9.0,0,0,0,0
message_0412,u_009,business,,business_091,,2026-03-02 12:12:00,"Dear Customer,

Safety advisory image attached. The brand says they never ask for OTP or payment details over calls.

Tap below to view details.",image,img_026,0,1,0,120.0,0,0,0,0
message_0369,u_009,personal,,,u_050,2026-06-26 07:57:00,OTP leak ho gaya hai. Account bachane ke liye verification code abhi batao.,,,0,1,0,9.0,0,0,0,0
message_0113,u_032,group,group_005,,u_048,2026-06-19 17:17:00,"Selling a barely used kurta set, size M. Pickup near Gate 2 this weekend, DM if interested.",,,0,1,0,120.0,0,0,0,0
message_0370,u_010,personal,,,u_054,2026-07-06 12:03:00,Did you eat dinner? No need to reply if you are still in meetings.,,,0,1,0,120.0,0,0,0,0
message_0402,u_007,business,,business_011,,2026-05-12 07:12:00,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",image,img_010,0,0,0,,1,1,0,1
message_0409,u_014,personal,,,u_041,2026-06-18 12:57:00,Prescription photo attached. Please pick these medicines on the way back.,image,img_022,0,1,1,2.0,0,0,0,0
message_0110,u_012,business,,business_092,,2026-05-20 17:03:00,your Ladakh package view is saved. No booking is held yet. This travel offer is from Thrillophilia.,,,0,1,0,120.0,0,0,0,0
message_0310,u_024,group,group_013,,u_046,2026-06-15 12:03:00,Workshop speaker list changed. Please check if your panel slot still works.,,,0,1,1,2.0,0,0,0,0
message_0381,u_028,personal,,,u_049,2026-05-06 07:08:00,Firewall profile update pending. Verify your admin password here to continue.,,,0,0,0,,1,1,1,1
message_0191,u_017,group,group_015,,u_054,2026-06-16 17:08:00,"Match plan is not fixed yet. I will put a poll at night, check whenever free.",,,0,1,0,120.0,0,0,0,0
message_0094,u_013,business,,business_062,,2026-07-03 12:24:00,Card access will expire today unless you verify online banking credentials at chase-secure-alert.com.,,,0,0,0,,1,1,1,1
message_0051,u_006,group,group_003,,u_045,2026-06-11 07:08:00,"Parents, the field-trip circular is attached. Please check pickup timing, consent form, and ID-card note before 6 PM.",,,0,1,1,2.0,0,0,0,0
message_0338,u_034,business,,business_099,,2026-04-14 17:52:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,1,0,120.0,0,0,0,0
message_0235,u_009,personal,,,u_050,2026-03-02 12:31:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,1,0,9.0,0,0,0,0
message_0056,u_009,personal,,,u_050,2026-06-28 17:39:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,1,0,9.0,0,0,0,0
message_0382,u_032,personal,,,u_048,2026-05-16 12:12:00,"Hi, the kurta set is still available. I can keep it till 7 PM if you want to pick up from Gate 2.",,,0,1,1,2.0,0,0,0,0
message_0010,u_026,group,group_015,,u_054,2026-06-09 12:03:00,"Match thread tonight? I'll put poll after dinner, join if watching.",,,0,1,0,120.0,0,0,0,0
message_0221,u_009,business,,business_033,,2026-04-02 17:08:00,Your bank account will be blocked today. Share the OTP you received so we can complete verification immediately.,,,0,1,0,9.0,0,0,0,0
message_0097,u_011,group,group_002,,u_043,2026-03-17 12:46:00,Admin note: July maintenance is pending for several flats. Pay only in the society app or at the office QR.,,,0,1,1,2.0,0,0,0,0
message_0171,u_001,group,group_001,,u_051,2026-06-20 07:08:00,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,0,0,,1,1,0,1
message_0210,u_006,group,group_003,,u_045,2026-06-02 07:03:00,Faculty Advising reminder: approval form closes at 5 PM. Upload the offer letter before the portal locks.,,,0,1,1,2.0,0,0,0,0
message_0289,u_017,group,group_020,,u_043,2026-06-09 12:57:00,Fire alarm test tomorrow 9 AM to 11 AM. Elevators may pause briefly during each floor check.,,,0,1,1,2.0,0,0,0,0
message_0068,u_011,group,group_002,,u_043,2026-05-08 17:52:00,"Accounts update: late fee starts after Friday 5 PM. If you paid by transfer, show the receipt at the office.",,,0,1,1,2.0,0,0,0,0
message_0259,u_007,group,group_001,,u_042,2026-04-07 12:57:00,"We reached the hospital for routine checkup. Nothing urgent, will update after doctor sees the reports.",,,0,1,0,120.0,0,0,0,0
message_0360,u_001,personal,,,u_054,2026-04-30 07:03:00,"Did you have dinner? I made extra dal, take it from the fridge if you come back late.",,,0,1,0,120.0,0,0,0,0
message_0283,u_015,business,,business_097,,2026-05-13 12:17:00,"Dear customer,

Your international payout profile needs one final verification step.

Complete the check from the link shared here so the payout request can continue.

Team RazorpayX Global Desk",,,0,0,0,,1,1,1,1
message_0109,u_012,business,,business_092,,2026-06-12 12:57:00,"Ladakh 7 nights from Rs 17,999. High passes, monasteries and valley stays included. This travel offer is from Thrillophilia.",,,0,1,0,120.0,0,0,0,0
message_0091,u_002,group,group_005,,u_050,2026-06-03 12:08:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,0,0,,1,1,1,1
message_0053,u_009,group,group_005,,u_050,2026-07-01 17:17:00,"Safety advisory: we never ask for OTP, card PIN, or payment details over calls. Report suspicious calls to the support email listed in the app.",,,0,1,0,120.0,0,0,0,0
message_0067,u_011,group,group_002,,u_043,2026-04-28 12:46:00,Admin note: July maintenance is pending for several flats. Pay only in the society app or at the office QR.,,,0,1,1,2.0,0,0,0,0
message_0070,u_013,group,group_010,,u_043,2026-05-28 12:03:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,0,120.0,0,0,0,0
message_0366,u_007,personal,,,u_041,2026-05-27 07:39:00,"I reached home. Don't call now, phone battery is low. We can talk after dinner.",,,0,1,0,120.0,0,0,0,0
message_0062,u_010,business,,business_001,,2026-04-11 17:12:00,Return pickup for the laptop sleeve is scheduled today between 2 PM and 5 PM. Share pickup code only with the courier. This update is from Amazon.,,,0,1,1,2.0,0,0,0,0
message_0342,u_035,business,,business_031,,2026-04-21 07:12:00,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,1,1,2.0,0,0,0,0
message_0135,u_007,group,group_001,,u_051,2026-07-05 07:31:00,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,0,0,,1,1,0,1
message_0211,u_040,group,group_005,,u_049,2026-06-12 12:08:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,0,0,,1,1,1,1
message_0313,u_025,group,group_018,,u_054,2026-07-15 12:17:00,Match starts at 11:30. I'll mute the group during first half unless someone has stream issue.,,,0,1,0,120.0,0,0,0,0
message_0271,u_011,group,group_002,,u_049,2026-07-03 12:08:00,Pay society maintenance to this new QR today for instant ledger update. Admin asked me to share.,,,1,0,0,,1,1,1,1
message_0195,u_009,group,group_005,,u_050,2026-03-10 07:31:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,1,0,9.0,0,0,0,0
message_0307,u_023,group,group_005,,u_048,2026-06-18 12:46:00,"Homemade momos available tonight, veg and chicken. Pickup from Block C after 7:30.",,,0,1,0,120.0,0,0,0,0
message_0074,u_008,group,group_018,,u_054,2026-07-07 17:24:00,Cricket highlights thread after dinner. Join only if you are watching.,,,0,1,0,120.0,0,0,0,0
message_0236,u_013,business,,business_062,,2026-03-12 17:39:00,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",,,0,0,0,,1,1,1,1
message_0288,u_017,business,,business_027,,2026-05-30 07:52:00,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,1,1,2.0,0,0,0,0
message_0227,u_004,personal,,,u_046,2026-06-01 17:46:00,Sharing notes for tomorrow's review. Read when you get time.,,,0,1,0,120.0,0,0,0,0
message_0256,u_006,group,group_003,,u_051,2026-03-08 12:39:00,"Old worksheet answers for last year's science chapter, forwarding in case useful.",,,5,1,0,120.0,0,0,0,0
message_0286,u_016,business,,business_058,,2026-05-10 12:39:00,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",,,0,1,1,2.0,0,0,0,0
message_0335,u_033,group,group_005,,u_048,2026-03-15 17:31:00,"Selling cotton kurta set, size M, worn once. Pickup near Gate 2. Can share more photos on DM.",,,0,0,0,,1,1,0,1
message_0018,u_007,business,,business_094,,2026-03-10 07:52:00,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0017,u_007,business,,business_094,,2026-07-16 17:46:00,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0104,u_007,business,,business_003,,2026-04-23 17:24:00,"coupon reminder: saved electronics are cheaper for a few hours, app-only offer. This update is from Flipkart.",,,0,0,0,,1,1,0,1
message_0061,u_010,business,,business_001,,2026-04-01 12:08:00,Order ending 4821 was packed at the local hub. Delivery partner will call if security needs flat confirmation. This update is from Amazon.,,,0,1,1,2.0,0,0,0,0
message_0145,u_010,group,group_010,,u_047,2026-04-25 12:31:00,Tower B water pressure will be low from 5:30 to 7 PM because the plumber is changing the pump-room valve.,,,0,1,1,2.0,0,0,0,0
message_0002,u_006,group,group_003,,u_045,2026-03-21 17:12:00,Route B leaves 7:35 today because of stadium diversion. Driver said no waiting at individual stops. Reply only if child absent.,,,0,1,1,2.0,0,0,0,0
message_0176,u_016,group,group_012,,u_045,2026-07-07 17:39:00,Faculty Advising reminder: approval form closes at 5 PM. Upload the offer letter before the portal locks.,,,0,1,1,2.0,0,0,0,0
message_0224,u_033,group,group_005,,u_048,2026-05-02 17:24:00,"I have kept the blue jacket aside for you till 7 PM. If you still want it, please confirm before I show it to someone else.",,,0,0,0,,1,1,0,1
message_0124,u_001,group,group_001,,u_051,2026-04-19 12:24:00,drink warm water every hour and send this to all family groups.,,,12,0,0,,1,1,0,1
message_0352,u_038,group,group_005,,u_048,2026-06-27 12:12:00,"Imported jacket clearance. Sizes S to XL, pickup only, no returns.",,,1,1,0,120.0,0,0,0,0
message_0314,u_026,business,,business_092,,2026-03-09 17:24:00,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",,,0,0,0,,1,1,0,1
message_0023,u_009,group,group_005,,u_050,2026-03-27 17:17:00,SECURITY: OTP risk found. Verify at account-login.in before access is blocked.,,,0,1,0,9.0,0,0,0,0
message_0300,u_021,business,,business_105,,2026-04-09 07:03:00,"Dear Customer,

Zillow: price dropped on a saved listing near Bellevue. Open house slots are available this Saturday.

Tap below to view details.",,,0,1,0,120.0,0,0,0,0
message_0285,u_016,group,group_023,,u_054,2026-06-02 07:31:00,Does anyone have yesterday's database slides? I missed the first half and need to revise before quiz.,,,0,1,0,120.0,0,0,0,0
message_0376,u_019,personal,,,u_054,2026-03-17 12:39:00,"Dance practice moved to Studio B. Same time, just enter from the side gate.",,,0,1,1,2.0,0,0,0,0
message_0014,u_001,group,group_001,,u_051,2026-06-16 17:24:00,"Good morning all, stay positive and keep smiling.",,,0,0,0,,1,1,0,1
message_0243,u_002,business,,business_002,,2026-04-18 07:17:00,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",,,0,1,1,2.0,0,0,0,0
message_0043,u_011,group,group_002,,u_043,2026-04-25 12:17:00,Caption: service notice. OCR: Fire alarm test tomorrow 9 AM-11 AM. Elevators may pause during each floor check.,,,0,1,1,2.0,0,0,0,0
message_0396,u_021,business,,business_092,,2026-03-13 07:39:00,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",image,img_003,0,1,0,120.0,0,0,0,0
message_0037,u_006,group,group_003,,u_045,2026-07-12 12:46:00,School notice board updated. Consent list closes 6 PM; missing names won't be added tomorrow.,,,0,1,1,2.0,0,0,0,0
message_0306,u_023,business,,business_008,,2026-06-08 07:39:00,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",,,0,1,1,2.0,0,0,0,0
message_0233,u_014,personal,,,u_051,2026-06-28 17:17:00,Forwarded health tip: avoid all tablets and use this herbal mix instead. Share with elders urgently.,,,12,0,0,,1,1,0,1
message_0024,u_005,group,group_005,,u_050,2026-04-06 07:24:00,Support alert: password verification pending. Confirm password + OTP in 30 mins or account blocks.,,,0,0,0,,1,1,1,1
message_0022,u_012,business,,business_098,,2026-03-17 12:12:00,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0242,u_002,business,,business_096,,2026-04-08 17:12:00,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",,,0,1,0,120.0,0,0,0,0
message_0270,u_011,business,,business_006,,2026-06-23 07:03:00,"Hello Customer,

This is a routine update regarding your registered utility account.

Please review the bill or outage details in the official app. Kindly ignore this message if you have already completed the action.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0364,u_006,personal,,,u_045,2026-05-07 12:24:00,Please send the signed consent form today. The bus list closes at 5 PM and I still don't see your child's name.,,,0,1,1,2.0,0,0,0,0
message_0260,u_008,business,,business_011,,2026-04-17 17:03:00,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",,,0,1,0,120.0,0,0,0,0
message_0035,u_028,group,group_008,,u_041,2026-06-22 17:31:00,"Uploading festival pics here. Download your family ones when free, I may delete album Sunday.",,,0,1,0,120.0,0,0,0,0
message_0229,u_010,personal,,,u_054,2026-06-21 12:57:00,Did you eat dinner? No need to reply if you are still in meetings.,,,0,1,0,120.0,0,0,0,0
message_0190,u_011,group,group_002,,u_043,2026-06-06 12:03:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0203,u_040,group,group_022,,u_052,2026-04-26 17:17:00,Airport-road pre-launch plot offer. Ownership papers will be shared only after token confirmation.,,,0,0,0,,1,1,1,1
message_0323,u_029,business,,business_015,,2026-05-05 17:17:00,"Dear Customer,

Finance desk: vendor invoice INV-2901 is approved. Payment will be released in Friday batch.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0185,u_008,business,,business_067,,2026-05-20 17:31:00,Saved household items are on sale this weekend. Offer is available through Sunday. This update is from Target Circle.,,,0,1,0,120.0,0,0,0,0
message_0071,u_020,business,,business_091,,2026-06-07 17:08:00,"Now that you have Hoop products in your hands, we'd love quick feedback on the Pain Relief Roll On.",,,0,1,0,120.0,0,0,0,0
message_0326,u_030,business,,business_008,,2026-06-04 17:39:00,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,1,0,120.0,0,0,0,0
message_0093,u_013,business,,business_062,,2026-06-23 07:17:00,Chase Security Center: failed login found. Confirm card PIN at chase-secure-alert.com before 6 PM.,,,0,0,0,,1,1,1,1
message_0108,u_008,business,,business_036,,2026-06-02 07:52:00,Amazon Support: address check failed. Confirm OTP on the link to avoid return-to-sender.,,,0,0,0,,1,1,1,1
message_0072,u_020,business,,business_091,,2026-06-17 07:12:00,"Hoop review reminder: tell us how the Pain Relief Roll On worked for you. Reply Good, Okayish or Bad.",,,0,1,0,120.0,0,0,0,0
message_0122,u_014,group,group_009,,u_041,2026-03-30 17:12:00,drink warm water every hour and send this to all family groups.,,,12,1,0,120.0,0,0,0,0
message_0142,u_011,group,group_002,,u_043,2026-04-28 12:12:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0158,u_007,business,,business_003,,2026-03-15 17:52:00,Coupon on saved electronics expires tonight. Open the app if you still want to compare prices. This update is from Flipkart.,,,0,0,0,,1,1,0,1
message_0001,u_011,group,group_002,,u_043,2026-03-11 12:08:00,"Admin update: tank cleaning starts 4 PM. B/C may miss evening water if valve work slips, pls store now. Will msg once plumber closes line.",,,0,1,1,2.0,0,0,0,0
message_0245,u_003,business,,business_004,,2026-05-08 17:31:00,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,1,1,2.0,0,0,0,0
message_0112,u_007,business,,business_092,,2026-06-09 12:12:00,Travel promotion reminder: Goa and Ladakh packages are back. Reply STOP to unsubscribe.,,,0,0,0,,1,1,0,1
message_0084,u_007,business,,business_094,,2026-04-27 07:24:00,New here? Get 50 percent off with TRY50 on your first Swish order. Reply STOP to unsubscribe.,,,0,0,0,,1,1,0,1
message_0308,u_024,business,,business_095,,2026-05-26 17:52:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,1,0,120.0,0,0,0,0
message_0027,u_010,business,,business_099,,2026-05-06 07:46:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,0,0,,1,1,0,1
message_0162,u_005,group,group_021,,u_054,2026-04-24 07:12:00,Guaranteed returns from options trades. DM for paid call entry before market close.,,,0,1,0,120.0,0,0,0,0
message_0165,u_037,group,group_008,,u_041,2026-04-21 07:31:00,"Did you have dinner? Call tomorrow when you are free, no hurry.",,,0,1,1,2.0,0,0,0,0
message_0139,u_001,group,group_011,,u_043,2026-03-29 12:57:00,Tower B water pressure will be low from 5:30 to 7 PM because the plumber is changing the pump-room valve.,,,0,1,1,2.0,0,0,0,0
message_0038,u_026,group,group_015,,u_054,2026-03-06 17:52:00,Club board updated with snack-duty rotation. Check later before practice.,,,0,1,0,120.0,0,0,0,0
message_0265,u_009,group,group_009,,u_051,2026-05-04 12:31:00,Good morning. May your day be blessed. Please forward to ten people before sunrise.,,,11,0,0,,1,1,0,1
message_0096,u_032,group,group_005,,u_049,2026-03-07 07:39:00,"Imported recliner discount today only. Warehouse pickup, cash or UPI accepted.",,,0,0,0,,1,1,0,1
message_0357,u_040,business,,business_098,,2026-03-31 07:46:00,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,0,0,,1,1,1,1
message_0309,u_024,business,,business_099,,2026-06-05 07:57:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,1,0,120.0,0,0,0,0
message_0230,u_010,personal,,,u_046,2026-07-01 17:03:00,Production rollback is approved. Please stay online for the next 30 minutes while we drain the queue.,,,0,1,1,2.0,0,0,0,0
message_0208,u_016,business,,business_064,,2026-06-15 12:52:00,Talabat refund update: verify your card details to release the amount today.,,,0,0,0,,1,1,1,1
message_0391,u_040,group,group_021,,u_052,2026-07-12 12:08:00,,voice,vn_013,0,0,0,,1,1,0,1
